City,State,Median Income,Percent with Bachelors or Higher,Population,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Nashville city,Kansas,37356,15,57,,,,
Fontana city,Kansas,25138,10.4477611940298,239,,,,
Osawatomie city,Kansas,23471,16.1458333333333,4284,,,,
Spring Hill city,Kansas,29507,27.7563608326908,7326,,,,
Speed city,Kansas,39176,2.56410256410256,34,,,,
Rose Hill city,Kansas,28746,28.8534548215641,3968,,,,
Ellsworth city,Kansas,23990,16.6666666666666,2961,,,,
Neosho Rapids city,Kansas,24197,17.9894179894179,262,,,,
Lenora city,Kansas,19479,19.6581196581196,230,,,,
Hays city,Kansas,29115,39.9088912389164,20744,,,,
Fort Scott city,Kansas,20254,17.0702421452871,7697,,,,
Fulton city,Kansas,18284,14.6666666666666,155,,,,
Cimarron city,Kansas,26676,22.1823402727925,2201,,,,
Oskaloosa city,Kansas,33877,25.054945054945,1057,,,,
Vermillion city,Kansas,17788,20,102,,,,
Clyde city,Kansas,25120,21.6171617161716,658,,,,
Eureka city,Kansas,21507,15.8415841584158,2346,,,,
Hamilton city,Kansas,20940,10.4294478527607,242,,,,
Burlingame city,Kansas,24882,14.1430948419301,901,,,,
Russell city,Kansas,25098,20.2005308168681,4423,,,,
Tescott city,Kansas,33009,18.4357541899441,291,,,,
Severy city,Kansas,28052,13.2947976878612,231,,,,
Liebenthal city,Kansas,26003,17.1171171171171,94,,,,
Hugoton city,Kansas,20874,10.1773323053199,3745,,,,
Baldwin City city,Kansas,30233,37.2776769509981,4700,,,,
Lecompton city,Kansas,22259,19.5544554455445,654,,,,
Green city,Kansas,23205,20.7207207207207,121,,,,
Burns city,Kansas,17848,13.953488372093,209,,,,
Allen city,Kansas,22882,16.5137614678899,172,,,,
Savonburg city,Kansas,16675,17.391304347826,103,,,,
Belpre city,Kansas,15085,9.52380952380952,82,,,,
Offerle city,Kansas,30651,24.5989304812834,183,,,,
Ransom city,Kansas,30248,12.2529644268774,260,,,,
Manhattan city,Kansas,26640,51.9243678675318,54604,,,,
Riley city,Kansas,28641,27.420998980632,952,,,,
Portis city,Kansas,18363,13.1313131313131,91,,,,
Reserve city,Kansas,21242,4.65116279069767,81,,,,
Delphos city,Kansas,21625,12.8301886792452,330,,,,
Concordia city,Kansas,25639,26.1970960766141,4987,,,,
Madison city,Kansas,30641,15.7342657342657,618,,,,
Kenilworth village,Illinois,103808,93.1497649429147,2475,,,,
Lincolnwood village,Illinois,44084,53.6185304222542,12245,,,,
Maeystown village,Illinois,26259,27.1186440677966,162,,,,
Waterloo city,Illinois,34289,31.2619242300354,10578,,,,
Wyoming city,Illinois,31441,15.272373540856,1273,,,,
Lake Summerset CDP,Illinois,36331,27.2321428571428,,,,,
Roscoe village,Illinois,37712,34.9889786921381,10510,,,,
Avon village,Illinois,29852,7.82241014799154,714,,,,
Farmington city,Illinois,25358,20.5452127659574,2223,,,,
Lacon city,Illinois,32060,15.3364632237871,1739,,,,
Adeline village,Illinois,29290,5.26315789473684,80,,,,
Stillman Valley village,Illinois,25531,25.9012016021361,1053,,,,
Galatia village,Illinois,29003,16.0130718954248,880,,,,
Hoyleton village,Illinois,23157,24.2331288343558,494,,,,
Kirkwood village,Illinois,30684,13.871635610766,675,,,,
Oblong village,Illinois,23365,11.8681318681318,1371,,,,
Canton city,Illinois,27125,16.3691943595306,13506,,,,
Dunfermline village,Illinois,26056,11.7073170731707,283,,,,
Blue Hills CDP,Connecticut,29838,13.254113345521,,,,,
Glastonbury Center CDP,Connecticut,47903,56.1285886195633,,,,,
Simsbury Center CDP,Connecticut,59664,64.8577680525164,,,,,
Suffield Depot CDP,Connecticut,47677,33.1812998859749,,,,,
Windsor Locks CDP,Connecticut,39031,24.9450307827616,,,,,
New Milford CDP,Connecticut,34309,29.2583885445608,,,,,
Torrington city,Connecticut,32881,22.7126238012891,34044,,,,
Colchester CDP,Connecticut,34848,31.6936671575846,,,,,
Stafford Springs CDP,Connecticut,31378,21.5315315315315,,,,,
Norwich city,Connecticut,30201,20.5994828276942,38768,,,,
Stonington borough,Connecticut,77270,58.5714285714285,884,,,,
Lake Pocotopaug CDP,Connecticut,46177,42.1052631578947,,,,,
Old Saybrook Center CDP,Connecticut,42779,44.7091412742382,,,,,
Trumbull CDP,Connecticut,51818,55.3037848605577,,,,,
Branford Center CDP,Connecticut,41743,39.5181219110378,,,,,
Derby city,Connecticut,31936,20.2078146985604,12339,,,,
Canton Valley CDP,Connecticut,38677,36.3555555555555,,,,,
Newington CDP,Connecticut,39397,39.1708967851099,,,,,
New Hartford Center CDP,Connecticut,38129,34.5646437994722,,,,,
Oakville CDP,Connecticut,37388,23.6371965185524,,,,,
Terryville CDP,Connecticut,41711,19.6601941747572,,,,,
Moodus CDP,Connecticut,43433,23.8009049773755,,,,,
Chester Center CDP,Connecticut,41532,43.2848588537211,,,,,
Durham CDP,Connecticut,45868,38.8888888888888,,,,,
Higganum CDP,Connecticut,53448,57.5408261287223,,,,,
Saybrook Manor CDP,Connecticut,50833,48.8830486202365,,,,,
Bristol city,Connecticut,36351,26.5503830837661,59947,,,,
Broad Brook CDP,Connecticut,33097,38.6863711001642,,,,,
New Britain city,Connecticut,24661,19.8506414757132,72495,,,,
Heritage Village CDP,Connecticut,54375,41.5971695729087,,,,,
North Grosvenor Dale CDP,Connecticut,25343,12.2282608695652,,,,,
Cheshire Village CDP,Connecticut,50797,55.311778290993,,,,,
West Haven city,Connecticut,30360,24.2647859710271,54620,,,,
Collinsville CDP,Connecticut,52067,59.1730228823765,,,,,
Hartford city,Connecticut,21163,16.8901015295012,122105,,,,
Tariffville CDP,Connecticut,35085,34.3216531895777,,,,,
Oxoboxo River CDP,Connecticut,31980,20.8294501397949,,,,,
Banner village,Illinois,34486,13.0434782608695,182,,,,
Bryant village,Illinois,28615,10.062893081761,213,,,,
Lewistown city,Illinois,26632,13.1355932203389,2146,,,,
Liverpool village,Illinois,23950,5.71428571428571,123,,,,
Lawrenceville city,Illinois,24523,16.3873994638069,4399,,,,
Hopewell village,Illinois,42992,29.2063492063492,398,,,,
Toluca city,Illinois,30996,15.9041394335511,1269,,,,
Wenona city,Illinois,26203,16.4978292329956,938,,,,
Oregon city,Illinois,29827,18.9823168531216,3470,,,,
Rochelle city,Illinois,24988,15.804081632653,9052,,,,
Eldorado city,Illinois,20896,14.4662454273362,3910,,,,
Du Bois village,Illinois,29157,5.92592592592592,189,,,,
Burnham village,Illinois,21969,15.8116654954321,4088,,,,
Crestwood village,Illinois,31512,21.9492595568821,10706,,,,
Golf village,Illinois,85716,71.2025316455696,493,,,,
Hometown city,Illinois,23045,14.0435835351089,4177,,,,
Palos Park village,Illinois,53111,43.0912069907154,4736,,,,
Alexis village,Illinois,26235,10.1027397260273,777,,,,
Virginia city,Illinois,29970,17.7401129943502,1435,,,,
Lyons village,Illinois,26874,17.3235166738847,10372,,,,
Indian Head Park village,Illinois,58195,51.1787819253438,3719,,,,
La Grange village,Illinois,58510,63.4573947110675,15322,,,,
Lynwood village,Illinois,30295,31.9316900273884,9194,,,,
Midlothian village,Illinois,27659,14.167826605687,14346,,,,
Morton Grove village,Illinois,38381,44.4947296058661,22796,,,,
Mill Shoals village,Illinois,21090,7.97101449275362,197,,,,
Bowen village,Illinois,22109,15.5425219941348,457,,,,
Elvaston village,Illinois,17166,1.8348623853211,154,,,,
Hamilton city,Illinois,25785,22.7625452664252,2715,,,,
Flat Rock village,Illinois,21403,14.2292490118577,307,,,,
Stoy village,Illinois,24084,5.6910569105691,115,,,,
Wheeler village,Illinois,14468,15.625,146,,,,
La Rose village,Illinois,20998,7.2463768115942,130,,,,
Northbrook village,Illinois,69287,70.3959875419649,32958,,,,
Orland Hills village,Illinois,34124,33.3191760458696,7023,,,,
Sesser city,Illinois,24492,11.1623616236162,1860,,,,
Ferris village,Illinois,27267,7.5187969924812,143,,,,
Belvidere city,Illinois,22206,14.7477120949789,25143,,,,
Poplar Grove village,Illinois,35722,28.8355497891663,5104,,,,
De Soto village,Illinois,21483,19.6163905841325,1502,,,,
Makanda village,Illinois,40413,41.3625304136253,530,,,,
Lee village,Illinois,28123,15.2466367713004,327,,,,
Sublette village,Illinois,29470,11.0759493670886,421,,,,
Buffalo village,Illinois,25936,15.0537634408602,480,,,,
Chatham village,Illinois,38280,48.2259404295716,13008,,,,
Lake Petersburg CDP,Illinois,53490,42.0689655172413,,,,,
Langleyville CDP,Illinois,33038,0,,,,,
LaPlace CDP,Illinois,52916,16.40625,,,,,
Lost Nation CDP,Illinois,59390,21.6260162601626,,,,,
Mitchell CDP,Illinois,26340,8.86075949367088,,,,,
Mulkeytown CDP,Illinois,13183,6.79611650485436,,,,,
Oak Run CDP,Illinois,48008,37.1364653243847,,,,,
Olive Branch CDP,Illinois,18304,4.02298850574712,,,,,
Olivet CDP,Illinois,34004,21.590909090909,,,,,
Opdyke CDP,Illinois,22310,1.69491525423728,,,,,
Paderborn CDP,Illinois,45991,0,,,,,
Penfield CDP,Illinois,31077,5.45454545454545,,,,,
Cochran city,Georgia,15725,25.6159728122344,4993,,,,
Unionville CDP,Georgia,11212,8.99182561307901,,,,,
Jeffersonville city,Georgia,19276,8.86571056062581,939,,,,
McIntyre town,Georgia,25089,10.7070707070707,605,,,,
Blairsville city,Georgia,15734,8.90052356020942,643,,,,
Salem CDP,Georgia,13982,5.28301886792452,,,,,
Yatesville town,Georgia,23412,7.66550522648083,360,,,,
Waycross city,Georgia,18264,16.2983735277621,13480,,,,
Dock Junction CDP,Georgia,25034,13.5066811123149,,,,,
St. Simons CDP,Georgia,59982,56.8025234498215,,,,,
Morgan city,Georgia,3265,3.51262349066959,1835,,,,
Redan CDP,Georgia,23128,25.9296054499006,,,,,
Stone Mountain city,Georgia,22254,25.8442453480358,6281,,,,
Mitchell town,Georgia,21044,5.55555555555555,189,,,,
Alto town,Georgia,14671,4.9062049062049,1198,,,,
Menlo city,Georgia,20275,6.97674418604651,456,,,,
Douglas city,Georgia,18827,13.0396215257244,11695,,,,
Royston city,Georgia,14441,13.8452914798206,2571,,,,
Brunswick city,Georgia,21199,17.9379323237988,16256,,,,
Woodville city,Georgia,20472,16.7741935483871,382,,,,
Baldwin city,Georgia,15912,10.2973568281938,3414,,,,
Maysville town,Georgia,23521,11.3722517058377,2103,,,,
Ellenton town,Georgia,17302,9.74025974025974,282,,,,
Hawkinsville city,Georgia,13279,15.328832208052,5270,,,,
Belvedere Park CDP,Georgia,27964,26.9076305220883,,,,,
Holly Springs city,Georgia,33694,41.0561966884094,15442,,,,
Druid Hills CDP,Georgia,88419,87.9869600651996,,,,,
Guyton city,Georgia,23693,14.1252006420545,2226,,,,
Bellville city,Georgia,38933,39.0625,118,,,,
Satilla CDP,Georgia,10428,0,,,,,
Seville CDP,Georgia,18854,19.4444444444444,,,,,
Talahi Island CDP,Georgia,54057,50.0857632933104,,,,,
Tate City CDP,Georgia,-666666666,,,,,,
The Rock CDP,Georgia,38610,46.4912280701754,,,,,
Yonah CDP,Georgia,19881,18.8679245283018,,,,,
Jenkinsburg city,Georgia,25652,14.9532710280373,376,,,,
Cave Spring city,Georgia,18874,20.9032258064516,1070,,,,
Woolsey town,Georgia,39274,37.3015873015873,167,,,,
Philo village,Illinois,36094,31.8359375,1400,,,,
St. Joseph village,Illinois,32609,33.5474660956459,3860,,,,
Thomasboro village,Illinois,29135,12.8205128205128,1084,,,,
East Brooklyn village,Illinois,42121,11.5942028985507,105,,,,
Georgetown city,Illinois,26086,13.0134025075659,3185,,,,
Sidell village,Illinois,25104,10.3030303030303,563,,,,
Westville village,Illinois,23577,14.3988124690747,2945,,,,
Kinsman village,Illinois,59701,8.43373493975903,97,,,,
Crystal Lake city,Illinois,39314,40.7821229050279,39829,,,,
Lakewood village,Illinois,57214,61.2968183648811,4001,,,,
Fillmore village,Illinois,28202,7.43801652892562,310,,,,
Raymond village,Illinois,26496,14.3845089903181,942,,,,
Cuba city,Illinois,23963,12.9742962056303,1170,,,,
Smithfield village,Illinois,21872,12.1621621621621,221,,,,
Leaf River village,Illinois,27898,15.6996587030716,406,,,,
Nashville city,Illinois,30774,24.3835616438356,3011,,,,
Dakota village,Illinois,24026,14.4117647058823,468,,,,
Roanoke village,Illinois,29563,18.2969739619985,1990,,,,
Secor village,Illinois,25204,16.3716814159292,355,,,,
North Port city,Florida,30384,21.8067033013129,70724,,,,
North Sarasota CDP,Florida,22403,16.2629198966408,,,,,
Osprey CDP,Florida,55305,56.608434797953,,,,,
Sarasota city,Florida,40470,36.4475072392197,58285,,,,
The Meadows CDP,Florida,47255,54.5454545454545,,,,,
Lake Butler city,Florida,18897,8.39454354669464,1804,,,,
Auburndale city,Florida,24464,21.4245965498052,16650,,,,
Combee Settlement CDP,Florida,15391,3.36814621409921,,,,,
Washington Park CDP,Florida,15711,5.75868372943327,,,,,
Crystal River city,Florida,30618,22.0703125,3186,,,,
Satellite Beach city,Florida,41566,49.2716256284646,11130,,,,
Titusville city,Florida,26066,21.8703976435935,46580,,,,
Groveland city,Florida,26264,23.3076074972436,16423,,,,
Montverde town,Florida,38552,32.1206743566992,1705,,,,
Homosassa Springs CDP,Florida,23445,9.58481841826413,,,,,
Solana CDP,Florida,44917,40.8620689655172,,,,,
Citrus Springs CDP,Florida,21074,14.6486573404084,,,,,
Homosassa CDP,Florida,44612,27.2094268880557,,,,,
Weston city,Florida,46492,62.950176008665,71166,,,,
Charlotte Harbor CDP,Florida,28164,25.4980079681274,,,,,
Cleveland CDP,Florida,29807,13.9570552147239,,,,,
Harbour Heights CDP,Florida,27554,25.7683215130023,,,,,
Port Charlotte CDP,Florida,26130,18.7225663535299,,,,,
Punta Gorda city,Florida,46684,38.7486977659451,20369,,,,
Beverly Hills CDP,Florida,18267,7.20193953223046,,,,,
Bowling Green city,Florida,12602,8.61372812920592,2887,,,,
Belleview city,Florida,23688,17.0212765957446,5101,,,,
Bagdad CDP,Florida,24714,27.9423226812159,,,,,
Merritt Island CDP,Florida,36846,35.6079814794399,,,,,
Mims CDP,Florida,26817,16.3141993957703,,,,,
Campbell CDP,Florida,23381,20.5273069679849,,,,,
Lauderhill city,Florida,20588,20.1500258665287,71868,,,,
Lighthouse Point city,Florida,63920,48.4241955103394,11270,,,,
Miramar city,Florida,28697,27.2934878434788,141191,,,,
Oakland Park city,Florida,27545,26.9919722022525,45202,,,,
Hernando CDP,Florida,22077,15.5803510681725,,,,,
Inverness Highlands North CDP,Florida,21116,8.42931937172774,,,,,
Wauchula city,Florida,21346,12.6520681265206,4786,,,,
Anna Maria city,Florida,51894,47.3053892215568,1762,,,,
Stock Island CDP,Florida,27916,16.3967611336032,,,,,
Lake Sarasota CDP,Florida,33308,28.0889145496535,,,,,
Warm Mineral Springs CDP,Florida,29054,19.3517080745341,,,,,
Palmetto city,Florida,26425,20.589439214081,13748,,,,
Flagler Beach city,Florida,33440,35.2217320640817,5123,,,,
Glencoe CDP,Florida,33466,18.5294117647058,,,,,
Orange City city,Florida,26887,21.3899204244031,12335,,,,
Launiupoko CDP,Hawaii,64501,42.2273781902552,,,,,
Mahinahina CDP,Hawaii,54518,37.085137085137,,,,,
Makakilo CDP,Hawaii,38825,33.8370253164557,,,,,
Makena CDP,Hawaii,77094,60.9090909090909,,,,,
Manele CDP,Hawaii,20976,76,,,,,
Mililani Mauka CDP,Hawaii,45005,52.2766099680606,,,,,
Ocean Pointe CDP,Hawaii,38489,41.644306107116,,,,,
Olinda CDP,Hawaii,45459,43.0632630410654,,,,,
Olowalu CDP,Hawaii,90174,56.8181818181818,,,,,
Urban Honolulu CDP,Hawaii,37834,37.1646977603449,345064,,,,
Waikele CDP,Hawaii,43086,41.5569972196478,,,,,
Belview city,Minnesota,26959,9.2526690391459,354,,,,
Lamberton city,Minnesota,29924,14.4876325088339,768,,,,
Seaforth city,Minnesota,21439,9.43396226415094,82,,,,
Big Lake city,Minnesota,32394,27.655620935274,11226,,,,
La Crescent city,Minnesota,37505,35.2666300164925,5029,,,,
St. Charles city,Minnesota,32983,31.9529029638652,3758,,,,
Forest Lake city,Minnesota,39085,31.9987959060806,20933,,,,
Oak Park Heights city,Minnesota,35801,28.9264668203945,5003,,,,
St. Paul Park city,Minnesota,33552,20.0892857142857,5362,,,,
Lake Bronson city,Minnesota,25787,6.47482014388489,205,,,,
Bowlus city,Minnesota,25792,8.80829015544041,279,,,,
Upsala city,Minnesota,24045,10.4761904761904,424,,,,
Bigelow city,Minnesota,22138,12.5925925925925,231,,,,
Chisago City city,Minnesota,38942,25.6382400869092,5224,,,,
Barnum city,Minnesota,25930,14.1388174807197,600,,,,
Red Lake CDP,Minnesota,11646,10.1167315175097,,,,,
Garfield city,Minnesota,31506,23.1372549019607,350,,,,
Hoffman city,Minnesota,24252,13.5802469135802,682,,,,
Manchester city,Minnesota,20511,3.92156862745098,55,,,,
Twin Lakes city,Minnesota,25736,9.75609756097561,148,,,,
Walnut Grove city,Minnesota,21574,14.2201834862385,806,,,,
Elk River city,Minnesota,35001,27.852974046939,25213,,,,
Stewartville city,Minnesota,29785,27.6551545053232,6094,,,,
Campbell city,Minnesota,23207,16.6666666666666,151,,,,
Doran city,Minnesota,37659,9.52380952380952,50,,,,
Bayport city,Minnesota,33874,30.688202247191,3765,,,,
Grant city,Minnesota,57597,45.581712726032,4116,,,,
Lakeland Shores city,Minnesota,48746,41.9491525423728,312,,,,
Oakdale city,Minnesota,36804,31.7111942977283,27933,,,,
Taylors Falls city,Minnesota,28124,22.7157360406091,1034,,,,
Moose Lake city,Minnesota,12354,9.37752627324171,2815,,,,
Clara City city,Minnesota,27375,17.478813559322,1276,,,,
Lake Lillian city,Minnesota,26240,7.54716981132075,235,,,,
New Prague city,Minnesota,33837,29.5893719806763,8263,,,,
Gilbert city,Minnesota,29292,11.8215613382899,1780,,,,
Hoyt Lakes city,Minnesota,29401,13.4969325153374,1946,,,,
Iron Junction city,Minnesota,23265,16.6666666666666,86,,,,
Prior Lake city,Minnesota,49428,46.2271689497716,27241,,,,
Audubon city,Minnesota,27870,14.1414141414141,520,,,,
Lexington city,Minnesota,27438,16.7224080267558,2652,,,,
Beardsley city,Minnesota,25635,14.5985401459854,212,,,,
Graceville city,Minnesota,28650,15.2,560,,,,
Barnesville city,Minnesota,32145,27.9349789283564,2602,,,,
Dilworth city,Minnesota,35463,29.3785310734463,4422,,,,
Watson city,Minnesota,26827,5.88235294117647,189,,,,
Monticello city,Minnesota,28965,19.323782234957,13824,,,,
Montrose city,Minnesota,27093,20.7173447537473,3317,,,,
Eveleth city,Minnesota,25878,23.2507605388961,3569,,,,
Bovey city,Minnesota,21700,6.4453125,784,,,,
Paynesville city,Minnesota,26011,17.6572417772648,2519,,,,
Roscoe city,Minnesota,22482,2.56410256410256,113,,,,
Farwell city,Minnesota,24265,21.7391304347826,52,,,,
Westport city,Minnesota,27036,8.1081081081081,61,,,,
Camden village,Michigan,15010,5.49450549450549,501,,,,
Laurium village,Michigan,21926,25.8452291510142,1898,,,,
Edgemont Park CDP,Michigan,29357,21.4366515837104,,,,,
Lansing city,Michigan,23226,26.1550612083717,118210,,,,
Greilickville CDP,Michigan,31798,54.6052631578947,,,,,
Suttons Bay village,Michigan,43540,50.8298755186721,619,,,,
Lyons village,Michigan,20452,7.1556350626118,807,,,,
Charlotte city,Michigan,26775,14.4596150682678,9090,,,,
Dimondale village,Michigan,37751,31.5732758620689,1257,,,,
Big Bay CDP,Michigan,42410,45.1219512195122,,,,,
Buchanan city,Michigan,22748,23.655147844674,4263,,,,
Coloma city,Michigan,20981,16.8615984405458,1411,,,,
Whitmore Lake CDP,Michigan,37482,29.2734590129209,,,,,
Coldwater city,Michigan,20806,12.6796774570527,12215,,,,
